H.m,H.E,t1.m,t1.E,t2.m,t2.E,H.pt,H.eta,H.phi,METx,METy,trueMETx,trueMETy,dm1,pt1,eta1,phi1,mass1,type1,dm2,pt2,eta2,phi2,mass2,type2,covXX,covXY,covYY
198.72125,222.60176,1.77682,70.24744,1.77682,152.35432,"[92.32929, 92.32929]","[0.4127569, 0.4127569]","[1.841665, 1.841665]",-2.8803823,87.577034,-1.7958683,79.21275,1,39.723385,-0.9688125,-2.3625898,2.6908934,-1,2,33.673317,0.6809331,1.5085566,0.0005109989499999,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.22676,1122.5715,1.77682,528.07886,1.77682,594.49274,"[76.45659, 76.45659]","[3.3626, 3.3626]","[0.38901973, 0.38901973]",-11.254539,-23.728575,-13.210774,-7.643653,1,126.959595,2.0465887,0.42762235,3.8875053,-1,1,33.16068,2.962805,-2.7098053,2.9077008,-1,348.00757207177594,0.879091726913976,358.0645580866658
197.12628,200.34174,1.77682,86.33872,1.77682,114.00301,"[32.567974, 32.567974]","[0.43850568, 0.43850568]","[-0.2670025, -0.2670025]",-8.11493,9.019778,-7.8843036,1.2916362,1,61.70463,0.38881975,2.8868632,1.272049,-1,1,106.13097,-0.15570138,-0.24946553,1.0791097,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.84851,373.8419,1.77682,159.8348,1.77682,214.00708,"[9.086886, 9.086886]","[4.2416615, 4.2416615]","[-1.8893212, -1.8893212]",-48.61715,7.036396,-65.38876,9.980078,1,26.254728,1.0818061,2.9373755,0.15484975,-1,1,85.51779,1.4147078,-0.2713784,1.1707422,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.17981,554.1816,1.77682,181.26257,1.77682,372.91898,"[93.44583, 93.44583]","[2.395075, 2.395075]","[-0.26268655, -0.26268655]",23.643318,29.810131,29.876507,13.048963,1,92.06462,1.0354179,-0.8403976,3.034146,-1,2,24.413036,2.492,1.3470019,0.0005109989499999,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.58475,282.05667,1.77682,232.1492,1.77682,49.907467,"[70.651825, 70.651825]","[1.6972024, 1.6972024]","[-0.72033703, -0.72033703]",53.738262,-10.374554,46.330193,-14.881864,3,22.049252,1.8579735,-0.2140454,0.1056583755,-1,1,34.96088,-0.85112756,-2.081781,1.4057677,-1,348.00757207177594,0.879091726913976,358.0645580866658
202.08344,348.51254,1.77682,279.89685,1.77682,68.615715,"[20.923445, 20.923445]","[-3.299688, -3.299688]","[2.621942, 2.621942]",0.51980984,31.204567,2.527167,23.750084,3,22.194649,-2.0833154,1.2295775,0.1056583755,-1,1,52.982094,-0.1654658,-2.261038,2.1971283,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.94032,584.4324,1.77682,72.30662,1.77682,512.1258,"[7.2523518, 7.2523518]","[-5.0201817, -5.0201817]","[0.7772677, 0.7772677]",3.225287,-4.3458996,0.7234086,2.4245174,2,41.821564,-0.6486528,-1.6005473,0.0005109989499999,-1,1,49.59946,-2.7832599,1.4531543,2.002465,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.34547,236.5079,1.77682,167.21675,1.77682,69.291145,"[121.98701, 121.98701]","[-0.24573871, -0.24573871]","[-3.0274312, -3.0274312]",-97.45657,21.256594,-78.87986,8.788982,1,77.44738,-0.47197944,2.9370527,12.830838,-1,1,47.263966,0.54297924,-1.0870169,0.81334007,-1,348.00757207177594,0.879091726913976,358.0645580866658
198.57071,211.34406,1.77682,100.94171,1.77682,110.402336,"[13.699285, 13.699285]","[-2.3483746, -2.3483746]","[-1.8497721, -1.8497721]",-25.32588,3.446845,-14.316665,-13.862069,1,58.511215,-0.08697902,-2.4154544,3.2430437,-1,1,79.268105,-0.6632016,0.6283948,1.240786,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.90428,216.19574,1.77682,140.8688,1.77682,75.326935,"[70.908806, 70.908806]","[0.560311, 0.560311]","[1.1283593, 1.1283593]",-15.673219,-53.35776,-5.092992,-37.646458,1,152.0745,0.11238205,1.273727,5.881992,-1,1,31.49193,0.37749875,-1.6935363,2.9299588,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.54845,477.5448,1.77682,408.64304,1.77682,68.90175,"[83.651634, 83.651634]","[-2.328684, -2.328684]","[-0.12394734, -0.12394734]",36.71467,19.074505,24.259657,25.249952,1,75.00741,-2.3714414,-0.95609117,0.84005314,-1,1,32.18034,-0.37968758,0.93112105,0.15311185,-1,348.00757207177594,0.879091726913976,358.0645580866658
193.72934,440.78244,1.77682,372.59506,1.77682,68.18738,"[104.85791, 104.85791]","[-2.0037553, -2.0037553]","[0.5680389, 0.5680389]",-3.6880727,1.326199,17.340836,9.809765,1,52.039856,-3.1201692,0.3315678,7.899879,-1,1,62.60771,-0.15220244,0.62755376,4.5806384,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.59576,225.694,1.77682,135.81116,1.77682,89.88286,"[102.0917, 102.0917]","[-0.2521075, -0.2521075]","[0.13276082, 0.13276082]",55.082634,87.41451,71.35475,80.53864,2,15.055927,-0.3526133,0.9130838,0.0005109989499999,-1,1,86.45682,0.2941835,-1.3430579,1.7854868,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.21468,1060.2156,1.77682,830.8704,1.77682,229.3451,"[210.00606, 210.00606]","[2.2839394, 2.2839394]","[0.5113583, 0.5113583]",148.28319,137.1454,123.50592,117.20434,3,13.065662,2.2366726,0.9973858,0.1056583755,-1,1,58.12343,1.4901613,-0.46324238,0.7257859,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.51678,276.50464,1.77682,178.60774,1.77682,97.89691,"[107.96099, 107.96099]","[1.1748077, 1.1748077]","[0.5374879, 0.5374879]",62.551945,10.386297,63.250187,20.636253,2,11.841813,1.7323908,-0.6009153,0.0005109989499999,-1,3,45.925453,-0.077354304,1.1488031,0.1056583755,-1,348.00757207177594,0.879091726913976,358.0645580866658
204.50826,236.43266,1.77682,163.2753,1.77682,73.15737,"[14.844836, 14.844836]","[2.7676992, 2.7676992]","[-2.4891272, -2.4891272]",17.469646,0.9353715,-3.1587121,-17.863161,1,31.505445,1.6177402,2.090886,3.030142,-1,1,28.261887,-0.4388158,-1.3322825,2.6067708,-1,348.00757207177594,0.879091726913976,358.0645580866658
206.09845,497.02948,1.77682,277.30972,1.77682,219.71976,"[13.4186325, 13.4186325]","[4.210595, 4.210595]","[0.023758994, 0.023758994]",-1.0209075,12.364887,18.213898,4.0445886,3,25.62025,1.7285279,-2.2610176,0.1056583755,-1,2,21.258984,1.3781139,0.757155,0.0005109989499999,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.40839,980.6536,1.77682,351.18304,1.77682,629.4706,"[274.82983, 274.82983]","[1.9227326, 1.9227326]","[3.0634372, 3.0634372]",-98.55465,4.977176,-87.949486,1.2278368,1,74.95714,1.2763325,2.7953367,2.2293892,-1,1,72.41009,2.4094675,-2.7413952,0.10904949,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.70645,1033.7216,1.77682,462.85175,1.77682,570.8698,"[37.640892, 37.640892]","[-3.986419, -3.986419]","[-2.585374, -2.585374]",-77.050446,-46.86299,-69.26537,-48.98227,1,75.70231,-2.4095876,0.6504875,3.8942728,-1,3,23.969309,-2.2328167,-2.54419,0.1056583755,-1,348.00757207177594,0.879091726913976,358.0645580866658
198.28242,323.61826,1.77682,188.13824,1.77682,135.48001,"[55.491734, 55.491734]","[-2.209168, -2.209168]","[-2.8574095, -2.8574095]",-69.21021,26.811903,-65.95131,2.3222742,1,49.87904,-0.9663294,3.0496864,1.5490438,-1,1,72.40398,-1.1637713,-0.36360264,0.80359095,-1,348.00757207177594,0.879091726913976,358.0645580866658
201.49316,241.18802,1.77682,174.55753,1.77682,66.6305,"[21.169083, 21.169083]","[2.5212038, 2.5212038]","[-0.83235675, -0.83235675]",5.7300076,-7.312615,10.862737,-11.6009035,3,28.454245,1.3861369,-0.7770196,0.1056583755,-1,3,25.167265,-0.3376831,2.394362,0.1056583755,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.80917,206.99252,1.77682,101.56891,1.77682,105.42361,"[53.282005, 53.282005]","[0.17038837, 0.17038837]","[3.0251555, 3.0251555]",-21.452425,29.960123,-25.142708,55.67353,1,65.64766,-0.0043503996,-1.8768041,0.14636831,-1,1,26.231926,0.06976898,1.7834165,0.55543345,-1,348.00757207177594,0.879091726913976,358.0645580866658
201.74821,455.68082,1.77682,102.102104,1.77682,353.57874,"[31.960989, 31.960989]","[-3.2398007, -3.2398007]","[0.8782591, 0.8782591]",-33.194157,-15.345346,-23.38017,-22.312605,3,13.998821,-0.8249049,-2.3924377,0.1056583755,-1,1,81.03744,-1.870949,0.79920805,3.8146973e-06,-1,348.00757207177594,0.879091726913976,358.0645580866658
197.52226,522.61237,1.77682,206.3739,1.77682,316.2385,"[78.01253, 78.01253]","[-2.5114849, -2.5114849]","[2.4948971, 2.4948971]",-1.6178803,29.180876,-5.76506,30.778261,1,90.103874,-1.174475,-3.0693052,5.5982594,-1,1,32.85291,-2.1178968,0.8051194,3.3671498,-1,348.00757207177594,0.879091726913976,358.0645580866658
196.00322,198.8887,1.77682,110.39807,1.77682,88.49063,"[10.921461, 10.921461]","[-1.7943085, -1.7943085]","[1.4569948, 1.4569948]",7.8345094,38.479687,-5.689851,38.08397,3,13.5839405,-0.5796202,1.7542492,0.1056583755,-1,1,42.287083,0.26584104,-1.340998,1.0951778,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.9822,234.97977,1.77682,75.87316,1.77682,159.10661,"[123.13205, 123.13205]","[-0.06344727, -0.06344727]","[2.1809964, 2.1809964]",-47.789436,76.659645,-50.80288,79.09912,1,26.21961,-0.581455,-2.2541943,0.15592171,-1,2,38.05779,0.20643307,1.7587681,0.0005109989499999,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.59375,400.30957,1.77682,309.99957,1.77682,90.31002,"[177.77133, 177.77133]","[1.2868248, 1.2868248]","[-1.0911156, -1.0911156]",28.953331,-54.693367,20.112875,-52.621563,1,45.75432,1.8664933,-1.3719363,0.1472893,-1,1,73.97909,0.028565966,-0.8159686,4.4310493,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.53522,686.5162,1.77682,222.1927,1.77682,464.32343,"[123.124504, 123.124504]","[2.3585496, 2.3585496]","[-0.41900566, -0.41900566]",49.00033,-10.932738,41.020134,-9.462167,1,75.33519,1.4988798,-1.7434015,1.3329228,-1,1,78.17888,1.907278,0.3266677,1.2646776,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.9656,312.77072,1.77682,218.11937,1.77682,94.65136,"[36.597664, 36.597664]","[-2.5700343, -2.5700343]","[-0.6165381, -0.6165381]",26.739483,-10.569666,25.122581,-16.372826,1,63.25707,-1.2303529,-0.6087903,6.3186293,-1,1,57.733063,-0.61977965,2.5486314,5.4448295,-1,348.00757207177594,0.879091726913976,358.0645580866658
197.3254,265.0763,1.77682,87.785065,1.77682,177.29123,"[10.830677, 10.830677]","[3.485963, 3.485963]","[2.4859977, 2.4859977]",9.745407,9.046054,5.820316,3.4366014,1,70.038155,0.20706634,-3.0768733,1.5081968,-1,1,54.271973,1.4712958,0.15189792,3.4666243,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.35403,226.03598,1.77682,99.488304,1.77682,126.54767,"[103.026634, 103.026634]","[0.17700139, 0.17700139]","[2.402978, 2.402978]",-46.22346,58.35841,-36.556297,49.97395,3,46.94652,-0.3981338,-2.651581,0.1056583755,-1,1,52.540073,0.5413963,1.5595976,8.826503,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.53358,262.8608,1.77682,216.71028,1.77682,46.150524,"[150.93816, 150.93816]","[-0.5115336, -0.5115336]","[-2.239837, -2.239837]",-14.595831,-66.27876,-35.81174,-44.484406,1,110.978874,-0.53784394,-2.2622602,0.14329904,-1,1,26.768908,0.64329815,0.78682584,0.15544003,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.61812,311.4744,1.77682,258.72595,1.77682,52.748436,"[80.050446, 80.050446]","[1.7543645, 1.7543645]","[-0.6114038, -0.6114038]",-11.3513155,25.493187,18.438812,-6.480272,1,118.66576,1.4468515,-0.21084325,4.597628,-1,1,47.50039,-0.16128631,-2.662716,0.14886552,-1,348.00757207177594,0.879091726913976,358.0645580866658
204.19669,490.78033,1.77682,179.3179,1.77682,311.46243,"[259.66376, 259.66376]","[-1.1367189, -1.1367189]","[-1.5017455, -1.5017455]",5.9620075,-29.020815,0.15016793,-28.859747,1,161.03293,-0.3844808,-1.4625674,0.14217891,-1,1,67.21851,-1.8801823,-1.5751903,1.5307784,-1,348.00757207177594,0.879091726913976,358.0645580866658
215.27083,718.7375,1.77682,445.16052,1.77682,273.57697,"[36.956696, 36.956696]","[-3.613175, -3.613175]","[2.951654, 2.951654]",-13.78314,24.468704,-29.595572,46.629368,2,61.389755,-2.0077767,2.1084561,0.0005109989499999,-1,1,85.73108,-1.6908191,-1.3076037,2.833839,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.96477,277.88205,1.77682,100.782875,1.77682,177.09918,"[42.017296, 42.017296]","[2.2054641, 2.2054641]","[-1.8922282, -1.8922282]",-35.07862,8.23256,-35.416767,-2.6345174,1,70.25402,0.3307613,-0.75818056,6.077142,-1,1,30.260185,1.377538,2.809782,4.5037136,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.47794,217.609,1.77682,81.01659,1.77682,136.5924,"[18.156675, 18.156675]","[2.2484882, 2.2484882]","[1.6925727, 1.6925727]",16.53548,-10.796041,13.360977,-25.75154,1,57.371002,-0.12574647,-1.114668,1.7857078,-1,1,97.16446,0.8661318,1.9672232,1.9382594,-1,348.00757207177594,0.879091726913976,358.0645580866658
201.44714,486.8338,1.77682,111.85095,1.77682,374.98285,"[135.67326, 135.67326]","[1.852622, 1.852622]","[-2.2911007, -2.2911007]",-6.996311,34.66363,-13.233751,26.624622,1,32.59554,1.1989048,1.8101614,3.790044,-1,1,174.63313,1.3753688,-1.9961884,4.6904798,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.48239,345.66174,1.77682,234.32996,1.77682,111.33179,"[27.42678, 27.42678]","[-3.022201, -3.022201]","[1.0949687, 1.0949687]",35.277416,12.015544,39.775875,19.982504,3,22.670902,-1.477081,0.22323059,0.1056583755,-1,2,50.430874,-0.7329508,-3.127815,0.0005109989499999,-1,348.00757207177594,0.879091726913976,358.0645580866658
201.84628,205.87546,1.77682,110.23167,1.77682,95.64378,"[9.699726, 9.699726]","[2.108486, 2.108486]","[2.0940096, 2.0940096]",-3.6482148,2.536716,-7.898253,3.9158182,1,29.377766,0.6389087,0.4546784,2.4787984,-1,3,20.599157,-0.2176006,-2.833737,0.1056583755,-1,348.00757207177594,0.879091726913976,358.0645580866658
199.1985,252.5747,1.77682,167.53888,1.77682,85.03583,"[69.91214, 69.91214]","[-1.4361545, -1.4361545]","[3.0373843, 3.0373843]",-28.23088,-0.55101436,-25.49152,-10.969845,1,49.15241,-1.4840231,1.7608094,0.55046064,-1,3,50.049236,0.14500822,-2.3012865,0.1056583755,-1,348.00757207177594,0.879091726913976,358.0645580866658
198.93437,204.3006,1.77682,104.263794,1.77682,100.036804,"[16.390553, 16.390553]","[-1.7036724, -1.7036724]","[3.137384, 3.137384]",-18.894903,-12.12506,-9.575564,0.3927912,1,45.858337,0.060237944,-3.0850685,0.99862003,-1,1,53.532673,-0.5261371,0.054773662,1.5294666,-1,348.00757207177594,0.879091726913976,358.0645580866658
202.14523,492.61493,1.77682,333.2561,1.77682,159.35881,"[32.31354, 32.31354]","[3.3238978, 3.3238978]","[-2.0792973, -2.0792973]",7.555082,-7.9450893,3.7850757,-14.043668,1,33.04235,2.1009502,0.044282943,3.6312318,-1,1,59.230606,1.0729183,-2.8239412,10.646816,-1,348.00757207177594,0.879091726913976,358.0645580866658
196.39914,214.61713,1.77682,130.77296,1.77682,83.84416,"[28.372282, 28.372282]","[1.7802262, 1.7802262]","[1.2049836, 1.2049836]",15.774834,21.461649,22.895094,32.840534,1,34.10257,1.6670276,-2.4360352,1.7974428,-1,2,16.947922,-0.5058039,0.88976115,0.0005109989499999,-1,348.00757207177594,0.879091726913976,358.0645580866658
196.50677,687.1298,1.77682,88.92456,1.77682,598.20526,"[27.496994, 27.496994]","[-3.8684952, -3.8684952]","[1.390681, 1.390681]",27.09628,-6.837619,25.082253,6.0911207,1,58.267464,-0.89743644,2.8913126,1.3005884,-1,1,29.382626,-2.9606256,0.18134913,3.7868361,-1,348.00757207177594,0.879091726913976,358.0645580866658
198.35815,1245.3212,1.77682,152.89943,1.77682,1092.4218,"[124.121956, 124.121956]","[-2.9836242, -2.9836242]","[2.5364552, 2.5364552]",-79.42642,78.80177,-69.723175,62.423164,1,36.976273,-1.6425841,-1.8856848,8.339005,-1,1,55.632618,-2.7409208,2.108106,6.0442686,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.81859,205.02122,1.77682,114.00218,1.77682,91.01904,"[19.363085, 19.363085]","[-1.3904812, -1.3904812]","[1.7735342, 1.7735342]",41.860832,0.48276278,33.17846,8.1406555,1,68.518295,-0.7117593,2.9642646,2.7739387,-1,3,20.05576,0.38437212,0.00039753766,0.1056583755,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.42831,915.5294,1.77682,405.8032,1.77682,509.72623,"[282.0224, 282.0224]","[1.8202034, 1.8202034]","[1.4182715, 1.4182715]",57.971703,49.57199,61.633656,82.6151,1,175.09511,1.4235921,1.9481744,5.6880302,-1,2,58.178402,1.872208,0.7667327,0.0005109989499999,-1,348.00757207177594,0.879091726913976,358.0645580866658
198.92854,200.32907,1.77682,106.3863,1.77682,93.942764,"[20.006802, 20.006802]","[-0.5944255, -0.5944255]","[-1.8426431, -1.8426431]",11.338745,-40.73857,9.132518,-16.061348,1,87.06336,-0.1549925,-0.94696903,1.7574121,-1,1,113.67855,0.04263967,2.3475118,3.691906,-1,348.00757207177594,0.879091726913976,358.0645580866658
198.991,2008.6339,1.77682,1412.2272,1.77682,596.4068,"[43.49203, 43.49203]","[-4.5207295, -4.5207295]","[2.3876505, 2.3876505]",-11.0418825,-6.650403,-12.93123,6.081629,1,78.41637,-3.3213875,1.1565663,-2.1579186e-05,-1,1,59.993496,-2.5741518,-2.601234,0.0,-1,348.00757207177594,0.879091726913976,358.0645580866658
203.18678,417.15155,1.77682,181.87001,1.77682,235.28154,"[10.266727, 10.266727]","[4.2620783, 4.2620783]","[1.7879412, 1.7879412]",12.0042305,-3.7517197,-1.2283212,-9.8344755,1,83.977325,1.2734556,-1.634559,4.1763706,-1,1,107.18705,1.4321952,1.5124927,1.4100304,-1,348.00757207177594,0.879091726913976,358.0645580866658
195.97334,274.15237,1.77682,68.68646,1.77682,205.46593,"[19.024828, 19.024828]","[-3.0009322, -3.0009322]","[2.9149754, 2.9149754]",-0.9571527,8.562724,-5.455849,6.1392603,1,61.98665,-0.060699165,-1.1748563,1.1189754,-1,3,65.87842,-1.583162,2.1574857,0.1056583755,-1,348.00757207177594,0.879091726913976,358.0645580866658
200.22559,325.29034,1.77682,116.70297,1.77682,208.58737,"[230.46164, 230.46164]","[0.4698026, 0.4698026]","[-3.081577, -3.081577]",-135.58069,21.38895,-146.71306,12.306189,1,52.32017,1.6742978,-2.1246822,0.14647844,-1,1,63.773182,0.044858247,2.9921985,1.4432769,-1,348.00757207177594,0.879091726913976,358.0645580866658
