H.m,H.E,t1.m,t1.E,t2.m,t2.E,H.pt,H.eta,H.phi,METx,METy,trueMETx,trueMETy,dm1,pt1,eta1,phi1,mass1,type1,dm2,pt2,eta2,phi2,mass2,type2,covXX,covXY,covYY
970.84424,1271.2109,1.77682,311.35858,1.77682,959.8523,"[32.829395, 32.829395]","[3.9114985, 3.9114985]","[-2.480767, -2.480767]",-10.209293,9.097491,-12.561404,-8.7339,3,154.2855,-0.2763401,1.4523455,0.1056583755,-1,1,179.17139,1.7520165,-1.7624692,2.3176005,-1,678.3993101262806,5.239086074575674,727.1911273412801
683.1392,1317.4589,1.77682,220.73198,1.77682,1096.7269,"[178.1921, 178.1921]","[2.5308475, 2.5308475]","[2.731793, 2.731793]",-195.03156,158.66455,-204.78908,157.45677,3,108.83972,0.37426296,-1.0793444,0.1056583755,-1,1,22.803947,1.7678605,2.2806144,3.805495,-1,678.3993101262806,5.239086074575674,727.1911273412801
601.2308,606.86835,1.77682,269.80432,1.77682,337.06403,"[67.40991, 67.40991]","[0.65779114, 0.65779114]","[-2.4611807, -2.4611807]",-105.85584,-48.61233,-90.00425,-29.55072,1,154.12987,-0.0956291,0.10607883,19.272612,-1,3,110.85856,0.26179245,-2.9118297,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
575.7941,1514.3018,1.77682,208.33745,1.77682,1305.9644,"[948.3604, 948.3604]","[0.941399, 0.941399]","[3.090059, 3.090059]",-493.6685,74.42315,-458.875,64.31322,1,119.56131,0.7773544,-1.6908888,1.1443954,-1,1,500.90656,0.83974,2.919933,28.197596,-1,678.3993101262806,5.239086074575674,727.1911273412801
565.8297,1681.3308,1.77682,1596.4056,1.77682,84.92511,"[84.52315, 84.52315]","[-3.6226492, -3.6226492]","[-2.4638836, -2.4638836]",-41.28981,3.4989326,-12.7624035,-7.9752593,1,48.758682,-4.249546,-1.2032983,2.0742276,-1,1,66.579346,0.1712336,-2.9883492,0.8026181,-1,678.3993101262806,5.239086074575674,727.1911273412801
1066.644,1074.9102,1.77682,537.72125,1.77682,537.1889,"[8.412196, 8.412196]","[-3.453186, -3.453186]","[-0.73237777, -0.73237777]",-6.510637,256.14682,2.4709392,247.83748,1,251.55643,-0.16199464,1.5135711,4.672031e-06,-1,1,497.9423,-0.06299494,-1.5951685,20.435627,-1,678.3993101262806,5.239086074575674,727.1911273412801
453.2358,1014.26544,1.77682,774.2285,1.77682,240.03694,"[34.761147, 34.761147]","[3.954825, 3.954825]","[1.0806956, 1.0806956]",-17.503948,7.2713532,8.794842,5.498738,1,185.23108,2.0219183,0.24272756,5.8224797,-1,1,160.87306,0.8005725,-3.048227,7.8041024,-1,678.3993101262806,5.239086074575674,727.1911273412801
801.93463,940.57117,1.77682,417.0633,1.77682,523.5079,"[13.800302, 13.800302]","[4.265727, 4.265727]","[-0.8401992, -0.8401992]",29.438023,-29.852795,32.786835,-30.658953,3,224.12726,0.32802522,-0.7589931,0.1056583755,-1,1,250.0594,0.83110917,2.383598,2.3575366,-1,678.3993101262806,5.239086074575674,727.1911273412801
316.60464,364.20627,1.77682,163.06122,1.77682,201.14505,"[99.865364, 99.865364]","[-1.1946733, -1.1946733]","[0.49114674, 0.49114674]",48.081486,31.526455,55.440388,26.934679,1,64.647064,-0.4767081,2.1728883,4.89908,-1,2,71.83938,-0.40895313,-0.42352337,0.0005109989499999,-1,678.3993101262806,5.239086074575674,727.1911273412801
463.8064,813.40326,1.77682,432.80362,1.77682,380.5996,"[94.83359, 94.83359]","[2.6405566, 2.6405566]","[-1.9556469, -1.9556469]",44.340054,78.81044,29.404165,74.02775,3,19.80448,1.5221045,1.2022605,0.1056583755,-1,1,188.88953,0.8657573,-1.9484079,5.9667954,-1,678.3993101262806,5.239086074575674,727.1911273412801
680.21967,688.3045,1.77682,373.91977,1.77682,314.3847,"[78.448006, 78.448006]","[-0.8038337, -0.8038337]","[1.4507036, 1.4507036]",-21.519873,9.478983,-34.090435,26.24005,1,207.9941,-0.87559295,0.2579637,6.5421925,-1,1,77.344986,0.5358218,3.0293117,3.6458209,-1,678.3993101262806,5.239086074575674,727.1911273412801
668.6984,669.96124,1.77682,334.05634,1.77682,335.90488,"[40.169167, 40.169167]","[-0.21659626, -0.21659626]","[-3.083831, -3.083831]",-7.0798454,-4.678065,-6.786372,7.2543926,1,163.18489,-1.1976944,-1.2131431,3.21781,-1,3,174.61664,1.1051345,2.125413,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
679.6564,1601.1765,1.77682,1107.901,1.77682,493.2755,"[79.30127, 79.30127]","[3.5983045, 3.5983045]","[0.35850623, 0.35850623]",-233.90416,-2.6137247,-207.00116,17.282452,1,378.0097,1.7955207,0.110496275,26.485012,-1,2,75.72885,1.1275733,3.05532,0.0005109989499999,-1,678.3993101262806,5.239086074575674,727.1911273412801
655.21576,1456.2354,1.77682,534.5013,1.77682,921.7341,"[27.31513, 27.31513]","[4.556104, 4.556104]","[-1.0651743, -1.0651743]",-72.33863,82.087975,-85.3157,117.525856,3,75.57821,1.1597397,2.1866047,0.1056583755,-1,1,209.69713,1.6815013,-0.9577747,5.543938,-1,678.3993101262806,5.239086074575674,727.1911273412801
552.90625,1909.7135,1.77682,728.6219,1.77682,1181.0916,"[71.012726, 71.012726]","[-3.9408457, -3.9408457]","[-1.3589995, -1.3589995]",-96.168976,-45.3042,-96.66039,-64.65709,1,183.79362,-1.6670092,0.13573869,8.7780285,-1,1,71.54738,-2.1160111,-2.748835,2.8286896,-1,678.3993101262806,5.239086074575674,727.1911273412801
674.37384,1046.2504,1.77682,201.02872,1.77682,845.2217,"[104.521996, 104.521996]","[-2.7239559, -2.7239559]","[-2.379413, -2.379413]",-39.31451,12.187006,-15.747489,-20.285686,1,149.61371,0.044847354,1.7993509,0.97116596,-1,1,212.19089,-1.8085709,-1.6457899,2.1365366,-1,678.3993101262806,5.239086074575674,727.1911273412801
670.7461,691.68134,1.77682,320.29355,1.77682,371.38782,"[55.938244, 55.938244]","[-1.7694991, -1.7694991]","[0.058656216, 0.058656216]",22.606863,-29.407139,16.213526,30.884577,1,199.17574,0.053844605,1.6557369,1.0030857,-1,1,176.55913,-0.5268067,-1.3148047,-4.672031e-06,-1,678.3993101262806,5.239086074575674,727.1911273412801
586.65594,1944.1315,1.77682,1177.0361,1.77682,767.0954,"[242.5003, 242.5003]","[-2.722671, -2.722671]","[0.3715423, 0.3715423]",216.81236,-91.10924,195.72798,-66.59772,1,200.30635,-2.0985444,1.6998374,2.3174353,-1,1,63.409996,-1.5105294,-0.62266266,0.6270203,-1,678.3993101262806,5.239086074575674,727.1911273412801
602.82684,888.7593,1.77682,562.23444,1.77682,326.52487,"[5.322287, 5.322287]","[5.502903, 5.502903]","[-1.7453979, -1.7453979]",-159.7283,8.376825,-164.59662,-3.0568087,1,282.87537,1.3190621,-0.0021982715,2.2251635,-1,1,125.10085,0.5559663,-3.1273165,1.0094109,-1,678.3993101262806,5.239086074575674,727.1911273412801
693.8789,1321.8864,1.77682,582.82947,1.77682,739.0569,"[627.2656, 627.2656]","[-1.1886936, -1.1886936]","[2.8116143, 2.8116143]",-362.88293,146.80905,-375.2974,149.242,3,120.464516,-0.9841406,1.7569659,0.1056583755,-1,2,206.92152,-0.806833,-2.8285055,0.0005109989499999,-1,678.3993101262806,5.239086074575674,727.1911273412801
805.1941,1114.7416,1.77682,838.1404,1.77682,276.60114,"[231.31313, 231.31313]","[-1.8736463, -1.8736463]","[1.3944802, 1.3944802]",23.669283,55.65814,41.00407,44.479507,1,74.17115,-2.512068,-0.11358233,2.6587603,-1,1,186.34169,0.3429886,1.931727,11.32697,-1,678.3993101262806,5.239086074575674,727.1911273412801
618.49896,904.7297,1.77682,689.0643,1.77682,215.66544,"[10.021559, 10.021559]","[-4.881044, -4.881044]","[-2.6909635, -2.6909635]",9.994585,7.325574,13.819455,16.68754,1,201.58038,-1.7839764,-2.2855809,0.9844142,-1,1,184.10884,-0.036790743,0.87633383,1.2390498,-1,678.3993101262806,5.239086074575674,727.1911273412801
650.008,697.3271,1.77682,316.6252,1.77682,380.7019,"[22.815989, 22.815989]","[3.0950372, 3.0950372]","[-1.1785474, -1.1785474]",-65.22381,27.369432,-41.65397,20.010927,1,215.28992,0.38631147,-0.30961403,3.6480477,-1,1,201.59393,0.7329898,2.6969907,7.0396237,-1,678.3993101262806,5.239086074575674,727.1911273412801
467.48618,556.00543,1.77682,349.53094,1.77682,206.4745,"[151.63437, 151.63437]","[1.3082618, 1.3082618]","[-0.19274616, -0.19274616]",2.577481,3.1894026,0.50777286,8.829248,1,309.696,0.58265775,-0.7928293,15.023549,-1,1,194.8463,0.3823341,1.8793564,0.90280545,-1,678.3993101262806,5.239086074575674,727.1911273412801
475.82394,898.5766,1.77682,107.74461,1.77682,790.832,"[93.67373, 93.67373]","[2.7858124, 2.7858124]","[1.6517721, 1.6517721]",-97.04946,19.022415,-73.87167,30.63694,3,17.782831,-0.25640693,2.8170824,0.1056583755,-1,1,105.51973,2.607511,0.5731179,6.83805,-1,678.3993101262806,5.239086074575674,727.1911273412801
600.11804,604.2418,1.77682,291.73035,1.77682,312.5115,"[25.110794, 25.110794]","[1.6917162, 1.6917162]","[2.1816742, 2.1816742]",-65.48767,97.39312,-77.159966,102.49468,1,71.9827,-0.5461846,2.2096407,1.6888118,-1,1,180.50905,0.85490096,-0.9410671,7.699042,-1,678.3993101262806,5.239086074575674,727.1911273412801
195.5146,387.69644,1.77682,275.2771,1.77682,112.41935,"[123.949585, 123.949585]","[1.6505907, 1.6505907]","[0.8511022, 0.8511022]",17.459238,14.179575,-5.025556,-5.503047,1,155.67516,1.0163699,0.85348755,0.5024956,-1,1,51.60304,1.4063809,-2.2599368,4.0090766,-1,678.3993101262806,5.239086074575674,727.1911273412801
467.47083,967.12897,1.77682,310.1609,1.77682,656.9681,"[106.42366, 106.42366]","[-2.7630281, -2.7630281]","[-2.346199, -2.346199]",-9.876102,-79.80985,-47.0956,-74.41076,1,37.229908,-0.88933015,-1.0203751,0.1504626,-1,3,51.258663,-1.7615069,2.602811,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
605.63995,629.30206,1.77682,282.92273,1.77682,346.37936,"[138.4302, 138.4302]","[0.6726177, 0.6726177]","[-2.3327243, -2.3327243]",-133.12672,-164.84145,-121.96953,-155.97319,1,167.24654,0.9374466,1.0119699,6.7393575,-1,3,98.375626,-0.31692186,-2.2160447,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
763.65265,1231.2922,1.77682,353.636,1.77682,877.65625,"[229.38466, 229.38466]","[-2.1163735, -2.1163735]","[2.4747915, 2.4747915]",103.321594,34.80861,97.80138,37.621685,2,18.172987,-0.7086383,-0.020774264,0.0005109989499999,-1,1,310.77826,-1.1917838,2.8548477,4.5215516,-1,678.3993101262806,5.239086074575674,727.1911273412801
711.9962,770.0946,1.77682,493.38885,1.77682,276.70578,"[125.57078, 125.57078]","[1.4926631, 1.4926631]","[0.010004046, 0.010004046]",112.06721,81.99365,128.14194,67.3854,1,200.8282,0.77546173,0.5206356,3.1354556,-1,1,266.48312,-0.21900882,-2.4023917,11.333943,-1,678.3993101262806,5.239086074575674,727.1911273412801
682.83685,944.54266,1.77682,634.399,1.77682,310.14368,"[510.42172, 510.42172]","[-0.730085, -0.730085]","[0.45538068, 0.45538068]",280.14618,39.291435,316.2193,25.655579,1,234.09212,-1.1217203,1.0584491,1.1340797,-1,3,25.663103,0.34709674,-0.3638078,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
754.86993,759.84106,1.77682,345.44855,1.77682,414.3925,"[24.984194, 24.984194]","[1.9168158, 1.9168158]","[-1.6169003, -1.6169003]",-3.2538247,-17.533045,-1.2917917,-21.522242,3,50.02923,-0.5850801,1.337118,0.1056583755,-1,3,52.499725,0.75989014,-1.7862657,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
689.31995,1253.9938,1.77682,1076.2113,1.77682,177.78241,"[61.308407, 61.308407]","[-3.530572, -3.530572]","[1.1758301, 1.1758301]",34.867332,6.1131296,34.6305,-1.8887597,1,173.22511,-2.4257858,2.4991055,11.091131,-1,1,128.59555,0.080199145,-0.2726844,4.8219495,-1,678.3993101262806,5.239086074575674,727.1911273412801
703.3448,2110.3176,1.77682,1553.4669,1.77682,556.85065,"[49.38897, 49.38897]","[4.388985, 4.388985]","[2.530549, 2.530549]",20.106848,-80.86754,36.9364,-77.54691,1,196.8611,2.2086127,2.1640651,9.3000345,-1,1,79.82241,1.2468005,-1.0098789,6.64106,-1,678.3993101262806,5.239086074575674,727.1911273412801
616.7041,1791.79,1.77682,290.05197,1.77682,1501.738,"[222.6323, 222.6323]","[2.7111452, 2.7111452]","[-3.0895789, -3.0895789]",-63.096973,-11.051685,-89.3959,-8.427689,1,172.95619,1.011119,0.18904339,7.36735,-1,1,308.7168,1.9688864,-3.0414546,9.782387,-1,678.3993101262806,5.239086074575674,727.1911273412801
894.57837,922.2918,1.77682,442.57895,1.77682,479.7129,"[111.98066, 111.98066]","[1.3191756, 1.3191756]","[1.6442784, 1.6442784]",54.56817,-103.82334,53.503098,-97.58586,2,284.1782,-0.43963882,1.8815718,0.0005109989499999,-1,3,66.03878,1.0658718,-1.1805739,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
643.1548,775.57916,1.77682,420.42712,1.77682,355.15204,"[47.459858, 47.459858]","[2.902018, 2.902018]","[-0.6182298, -0.6182298]",-182.14824,0.1824666,-181.3405,-5.673264,2,52.59634,0.8986105,3.137508,0.0005109989499999,-1,1,268.37036,0.37046865,-0.08256436,6.3028207,-1,678.3993101262806,5.239086074575674,727.1911273412801
650.53937,818.1122,1.77682,224.06615,1.77682,594.046,"[134.20949, 134.20949]","[1.9816835, 1.9816835]","[1.6892152, 1.6892152]",2.7414048,27.972599,-10.915706,51.555397,1,142.57336,-0.56089777,1.7968822,1.5664804,-1,1,52.229694,2.928453,-1.108156,4.5590014,-1,678.3993101262806,5.239086074575674,727.1911273412801
710.0909,1001.66626,1.77682,595.1883,1.77682,406.478,"[344.46115, 344.46115]","[-1.3458899, -1.3458899]","[2.5058239, 2.5058239]",-248.00592,101.36234,-242.06778,100.3889,2,110.02255,-2.131158,0.6579539,0.0005109989499999,-1,3,123.49089,-0.08912661,2.8430927,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
737.2276,1060.5044,1.77682,351.72836,1.77682,708.77606,"[88.82222, 88.82222]","[2.8394942, 2.8394942]","[-1.3082752, -1.3082752]",-131.95515,-82.97066,-147.41504,-78.56686,2,112.25998,0.38248757,-2.7260983,0.0005109989499999,-1,1,264.79352,1.4123272,0.14047031,5.4301696,-1,678.3993101262806,5.239086074575674,727.1911273412801
635.2869,732.906,1.77682,247.348,1.77682,485.55798,"[157.46669, 157.46669]","[-1.4850687, -1.4850687]","[-1.1833295, -1.1833295]",-15.214459,-223.08324,9.440933,-214.17783,3,129.29707,-0.06321404,1.112634,0.1056583755,-1,1,41.45222,-0.7793728,-1.6976833,0.14945795,-1,678.3993101262806,5.239086074575674,727.1911273412801
641.193,703.12683,1.77682,377.15237,1.77682,325.9745,"[129.31544, 129.31544]","[1.4412665, 1.4412665]","[2.636585, 2.636585]",-116.16233,74.573685,-97.63402,63.021484,1,210.26866,1.3006737,-0.6295914,9.143631,-1,1,199.12411,-0.21662477,2.5520895,0.90148133,-1,678.3993101262806,5.239086074575674,727.1911273412801
555.4326,1047.2281,1.77682,741.9275,1.77682,305.3007,"[101.125916, 101.125916]","[2.862263, 2.862263]","[0.8354195, 0.8354195]",92.16077,75.895645,132.27126,103.6939,1,141.04576,2.2395058,-2.567245,11.543978,-1,1,86.92701,0.5753303,0.650256,2.8201504,-1,678.3993101262806,5.239086074575674,727.1911273412801
374.31348,1134.764,1.77682,453.14206,1.77682,681.622,"[20.36785, 20.36785]","[-4.6556816, -4.6556816]","[-2.4273953, -2.4273953]",-38.645508,-7.157921,-42.552593,-12.295568,2,17.29736,-1.5406357,-3.0388992,0.0005109989499999,-1,1,43.92601,-2.0403128,0.018718453,2.0405688,-1,678.3993101262806,5.239086074575674,727.1911273412801
675.55347,907.95807,1.77682,495.22464,1.77682,412.73343,"[41.239548, 41.239548]","[3.3805323, 3.3805323]","[-1.9195147, -1.9195147]",0.7385667,-16.090208,-25.16673,-39.291584,1,268.55252,0.8484459,-2.1625896,1.670146,-1,1,248.37416,0.7552352,0.9464833,1.0035383,-1,678.3993101262806,5.239086074575674,727.1911273412801
467.74023,476.01654,1.77682,256.45947,1.77682,219.55707,"[15.224117, 15.224117]","[-2.4443972, -2.4443972]","[2.4772289, 2.4772289]",21.60943,5.179826,6.511014,11.975362,1,197.13412,-0.61558807,1.0843229,7.8938417,-1,2,203.8909,0.24920781,-2.1696782,0.0005109989499999,-1,678.3993101262806,5.239086074575674,727.1911273412801
626.1326,687.39764,1.77682,298.49606,1.77682,388.90158,"[83.59925, 83.59925]","[1.8924991, 1.8924991]","[1.5504612, 1.5504612]",-97.523445,-32.51412,-67.958664,-10.544379,1,160.08365,0.21122795,-2.8279004,8.250753,-1,1,283.18726,0.60162425,0.5593906,2.775837,-1,678.3993101262806,5.239086074575674,727.1911273412801
692.86957,1334.8188,1.77682,361.91858,1.77682,972.90027,"[212.00179, 212.00179]","[-2.367387, -2.367387]","[1.248605, 1.248605]",-81.65722,-23.346203,-83.71366,-13.216551,1,145.23413,-0.8447137,-2.7963018,0.6951906,-1,1,384.72797,-1.4557337,0.74477863,2.7234917,-1,678.3993101262806,5.239086074575674,727.1911273412801
747.8525,773.38806,1.77682,463.00076,1.77682,310.3873,"[195.67215, 195.67215]","[-0.12044634, -0.12044634]","[1.3557078, 1.3557078]",20.899282,79.73539,25.076166,69.28928,2,250.09108,-0.4037105,1.8366762,0.0005109989499999,-1,3,143.78224,0.54441446,-0.9628294,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
764.65753,889.7432,1.77682,513.1694,1.77682,376.57382,"[269.33835, 269.33835]","[-1.1151794, -1.1151794]","[2.5022085, 2.5022085]",-63.937153,89.51333,-72.2618,84.578995,2,269.11694,-0.5144894,1.5965215,0.0005109989499999,-1,3,241.50218,-0.34185874,-2.1815886,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
602.10925,658.43604,1.77682,244.45033,1.77682,413.9857,"[10.494179, 10.494179]","[-3.9271736, -3.9271736]","[-1.7352167, -1.7352167]",1.5673413,61.87466,-0.971294,52.418983,1,156.35532,0.36063638,-1.5809401,3.3163307,-1,1,87.242905,-1.2614444,1.5631007,0.10894293,-1,678.3993101262806,5.239086074575674,727.1911273412801
541.82,708.7694,1.77682,402.14154,1.77682,306.62787,"[124.057304, 124.057304]","[-1.9779745, -1.9779745]","[-0.024781056, -0.024781056]",-9.32243,65.251305,-10.237638,62.15535,1,267.13306,-0.7557992,-0.8752756,17.829185,-1,1,159.65611,-0.6887718,1.8812776,5.4447155,-1,678.3993101262806,5.239086074575674,727.1911273412801
771.217,1047.4562,1.77682,779.1241,1.77682,268.3321,"[127.01235, 127.01235]","[2.4043014, 2.4043014]","[-1.1686555, -1.1686555]",59.24419,-5.138584,70.77613,7.0435014,1,80.54022,2.0145712,0.5981766,0.2446514,-1,3,184.31535,-0.20627882,-2.042834,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
693.184,1645.247,1.77682,956.9388,1.77682,688.3081,"[113.14381, 113.14381]","[3.2709801, 3.2709801]","[-0.96615225, -0.96615225]",273.25513,-114.37115,284.60297,-131.48206,3,28.920256,1.5410947,-0.3808993,0.1056583755,-1,1,255.43796,1.4471296,2.9494185,16.437937,-1,678.3993101262806,5.239086074575674,727.1911273412801
524.71545,722.128,1.77682,315.82407,1.77682,406.30392,"[10.581812, 10.581812]","[4.54073, 4.54073]","[-2.2182884, -2.2182884]",38.460182,31.564558,53.890976,63.58734,1,190.94894,0.68028164,0.87523365,12.330084,-1,1,246.39357,0.9986452,-2.2662275,20.706036,-1,678.3993101262806,5.239086074575674,727.1911273412801
669.3832,691.3822,1.77682,431.0513,1.77682,260.33093,"[124.34816, 124.34816]","[-0.8581894, -0.8581894]","[0.87250304, 0.87250304]",82.395515,96.10657,54.585827,51.663292,1,178.52895,-0.9446528,0.71388936,3.9718866,-1,1,137.35248,0.99177796,-2.5525208,0.14240703,-1,678.3993101262806,5.239086074575674,727.1911273412801
717.11224,743.1715,1.77682,302.7835,1.77682,440.38803,"[128.26218, 128.26218]","[0.98088974, 0.98088974]","[-0.6610112, -0.6610112]",89.96578,149.60025,81.68346,157.04953,1,79.02964,-0.616659,1.17118,2.338156,-1,1,283.05096,0.899956,-1.5837834,4.230775,-1,678.3993101262806,5.239086074575674,727.1911273412801
649.10944,1010.3634,1.77682,126.374016,1.77682,883.9894,"[76.7001, 76.7001]","[3.0027, 3.0027]","[-2.9451368, -2.9451368]",-73.878716,-7.3412285,-73.11247,-13.798649,1,78.07841,-1.0748113,0.14213741,2.824418,-1,1,75.55641,2.4296503,-2.9820437,2.5872698,-1,678.3993101262806,5.239086074575674,727.1911273412801
637.6678,856.7249,1.77682,295.7697,1.77682,560.9552,"[210.97562, 210.97562]","[1.6549389, 1.6549389]","[-0.8247, -0.8247]",107.72996,-255.86649,186.24998,-258.5186,1,148.79022,0.7286271,2.019546,5.3941875,-1,3,41.65212,0.7245888,-0.96772337,0.1056583755,-1,678.3993101262806,5.239086074575674,727.1911273412801
724.3224,898.09033,1.77682,577.82196,1.77682,320.26834,"[16.060022, 16.060022]","[-4.1912804, -4.1912804]","[-0.68499637, -0.68499637]",-196.47076,-179.9874,-198.4683,-164.55612,2,33.11703,-1.2320772,-2.4671328,0.0005109989499999,-1,1,297.40076,-0.14195687,0.6342153,4.5702796,-1,678.3993101262806,5.239086074575674,727.1911273412801
444.40347,542.8502,1.77682,177.0727,1.77682,365.77753,"[55.592957, 55.592957]","[2.409266, 2.409266]","[-2.1296682, -2.1296682]",-10.305177,88.45625,-10.14892,102.87202,2,51.243114,0.10049516,1.6362245,0.0005109989499999,-1,1,190.19698,1.0729464,-1.6512656,4.2878985,-1,678.3993101262806,5.239086074575674,727.1911273412801
435.61316,474.3338,1.77682,211.76526,1.77682,262.56854,"[165.9295, 165.9295]","[0.50688916, 0.50688916]","[0.72834474, 0.72834474]",34.73045,136.59102,5.3824205,123.93897,1,38.710613,0.036873464,2.1630547,2.1772444,-1,2,140.45618,0.33117008,-0.274457,0.0005109989499999,-1,678.3993101262806,5.239086074575674,727.1911273412801
