H.m,H.E,t1.m,t1.E,t2.m,t2.E,H.pt,H.eta,H.phi,METx,METy,trueMETx,trueMETy,dm1,pt1,eta1,phi1,mass1,type1,dm2,pt2,eta2,phi2,mass2,type2,covXX,covXY,covYY
292.3914,382.8345,1.77682,229.01186,1.77682,153.82265,"[119.13565, 119.13565]","[1.3588278, 1.3588278]","[2.3672135, 2.3672135]",-21.019606,23.838408,-22.433535,18.691442,1,147.90926,0.44202375,2.1656897,1.9025428,-1,1,58.156174,1.0752407,-1.213485,4.191045,-1,420.47697362893,4.137616253864985,431.48501844408804
309.33142,1069.3424,1.77682,726.32056,1.77682,343.02194,"[214.6575, 214.6575]","[-2.2440288, -2.2440288]","[-0.32777056, -0.32777056]",159.0274,-103.44022,126.13515,-79.16146,2,87.859344,-1.6727561,-0.7585508,0.0005109989499999,-1,1,79.488914,-1.7791945,1.4643048,0.75113446,-1,420.47697362893,4.137616253864985,431.48501844408804
298.68887,458.62186,1.77682,193.75737,1.77682,264.8645,"[313.34207, 313.34207]","[0.4662459, 0.4662459]","[2.5170135, 2.5170135]",-251.78195,110.90479,-189.29358,107.08389,1,79.96204,0.7439926,1.5118787,10.815094,-1,2,64.86353,0.12990957,3.0230505,0.0005109989499999,-1,420.47697362893,4.137616253864985,431.48501844408804
300.44016,570.82367,1.77682,244.10234,1.77682,326.7213,"[253.89261, 253.89261]","[1.2643942, 1.2643942]","[0.6616695, 0.6616695]",-5.611383,83.100204,-11.723723,57.67448,1,75.40376,1.0773469,1.8524734,3.308465,-1,3,230.1251,0.82022506,0.050741576,0.1056583755,-1,420.47697362893,4.137616253864985,431.48501844408804
323.30316,491.77594,1.77682,269.36838,1.77682,222.40756,"[143.92593, 143.92593]","[-1.5988332, -1.5988332]","[-2.735021, -2.735021]",-97.57375,-96.053444,-89.12568,-101.037674,2,32.498142,-0.7626287,-1.921499,0.0005109989499999,-1,1,89.426155,-0.9749224,1.9798818,1.1545095,-1,420.47697362893,4.137616253864985,431.48501844408804
281.42816,595.017,1.77682,350.24002,1.77682,244.77701,"[34.851555, 34.851555]","[3.4029212, 3.4029212]","[0.123824455, 0.123824455]",16.293444,-43.847317,16.854204,-36.04213,1,123.34402,1.5867357,1.653697,6.089393,-1,2,83.062096,1.1650164,-1.2371987,0.0005109989499999,-1,420.47697362893,4.137616253864985,431.48501844408804
307.2777,699.1117,1.77682,464.10443,1.77682,235.00728,"[97.95941, 97.95941]","[2.5449355, 2.5449355]","[-2.2242153, -2.2242153]",34.371243,14.108983,9.199347,-7.5511775,1,171.3222,1.4486921,-2.485922,4.807577,-1,2,60.897156,1.3520805,0.4295738,0.0005109989499999,-1,420.47697362893,4.137616253864985,431.48501844408804
299.7898,830.1856,1.77682,398.08035,1.77682,432.10526,"[54.778393, 54.778393]","[3.3403847, 3.3403847]","[3.068304, 3.068304]",6.870006,-37.894028,-5.327294,-23.286726,2,84.19308,1.4873748,2.5577128,0.0005109989499999,-1,1,32.07465,1.9196715,-0.86611766,3.7037997,-1,420.47697362893,4.137616253864985,431.48501844408804
317.9301,380.04907,1.77682,218.87282,1.77682,161.17624,"[127.56371, 127.56371]","[-1.0724291, -1.0724291]","[0.7371282, 0.7371282]",78.22747,-9.64408,64.90463,-17.90033,1,50.06366,-1.0060523,-0.5816309,3.4674864,-1,1,144.42494,0.011728036,1.7388322,3.729693,-1,420.47697362893,4.137616253864985,431.48501844408804
303.40814,416.82306,1.77682,244.41408,1.77682,172.40898,"[23.885809, 23.885809]","[-3.1734245, -3.1734245]","[-1.0137284, -1.0137284]",92.448685,-13.463723,78.97184,-20.797932,1,78.725945,-1.0008903,-0.2696188,2.800411,-1,1,177.23384,-0.65962285,2.9876525,23.392967,-1,420.47697362893,4.137616253864985,431.48501844408804
322.13193,419.53668,1.77682,136.01852,1.77682,283.51816,"[240.16212, 240.16212]","[-0.48344973, -0.48344973]","[0.6345394, 0.6345394]",-1.3504536,10.162352,36.308704,45.297356,1,72.04404,0.866978,1.4078515,1.2462846,-1,1,180.44478,-0.99101985,0.24919812,3.9109008,-1,420.47697362893,4.137616253864985,431.48501844408804
300.23624,1091.3982,1.77682,683.98755,1.77682,407.41058,"[72.35817, 72.35817]","[-3.3661964, -3.3661964]","[2.9542623, 2.9542623]",-19.860985,-4.626258,-20.4635,4.6807733,1,78.78886,-2.6253881,0.62218267,1.0789593e-05,-1,1,114.49783,-1.5427954,-2.7910452,1.4096884,-1,420.47697362893,4.137616253864985,431.48501844408804
303.81512,316.22528,1.77682,157.08458,1.77682,159.14072,"[78.265816, 78.265816]","[-0.48670265, -0.48670265]","[2.7638328, 2.7638328]",-17.46633,26.371613,-31.77955,17.689116,1,64.324135,-1.2432473,-1.6639036,2.2618694,-1,1,91.88932,0.67117065,2.0931482,5.7896047,-1,420.47697362893,4.137616253864985,431.48501844408804
341.38226,651.0366,1.77682,337.87448,1.77682,313.16214,"[18.626152, 18.626152]","[-4.086099, -4.086099]","[-2.3795028, -2.3795028]",-14.972391,-3.6170135,-16.055937,1.0031201,3,97.25658,-1.2892679,2.7282298,0.1056583755,-1,1,102.01575,-1.2384183,-0.5212553,3.5811417,-1,420.47697362893,4.137616253864985,431.48501844408804
298.9983,424.00153,1.77682,207.28351,1.77682,216.71802,"[19.396536, 19.396536]","[-3.4328847, -3.4328847]","[2.480413, 2.480413]",-30.839544,-2.5217626,-20.748756,9.586114,1,68.24457,-0.7714108,2.8518763,0.47742587,-1,1,69.21996,-1.0130852,-0.23192818,1.1604301,-1,420.47697362893,4.137616253864985,431.48501844408804
299.10217,378.45398,1.77682,218.58623,1.77682,159.86775,"[45.53, 45.53]","[2.3111863, 2.3111863]","[2.8882995, 2.8882995]",-47.345325,-7.666323,-40.80805,-3.1764202,1,80.780136,1.2491618,0.40265337,2.6204932,-1,1,77.67088,0.27206156,-2.902833,3.6799467,-1,420.47697362893,4.137616253864985,431.48501844408804
302.5271,317.92157,1.77682,174.01381,1.77682,143.90776,"[15.32847, 15.32847]","[-2.5394533, -2.5394533]","[2.155017, 2.155017]",-2.9138775,-20.43564,-1.1202228,-20.287315,3,82.26025,-0.81649095,-1.5456109,0.1056583755,-1,1,115.51782,0.14340796,1.6505809,1.4890524,-1,420.47697362893,4.137616253864985,431.48501844408804
322.8131,556.22186,1.77682,77.535286,1.77682,478.68658,"[5.411328, 5.411328]","[-5.1204247, -5.1204247]","[1.0040692, 1.0040692]",-16.500349,7.1488614,-3.8657982,3.2983847,1,85.894775,0.2441675,2.601194,11.430504,-1,1,88.32979,-2.5713248,-0.4191737,2.990035,-1,420.47697362893,4.137616253864985,431.48501844408804
275.1881,285.71484,1.77682,132.7567,1.77682,152.95815,"[14.407202, 14.407202]","[-2.358245, -2.358245]","[2.9924161, 2.9924161]",-93.32924,-3.8566878,-89.707825,-11.512064,1,109.994705,-0.1921353,0.16022034,10.495805,-1,1,34.642612,-0.3726259,-3.0005884,1.2428766,-1,420.47697362893,4.137616253864985,431.48501844408804
270.8046,674.7759,1.77682,459.54413,1.77682,215.23177,"[253.38466, 253.38466]","[1.5398635, 1.5398635]","[0.9574373, 0.9574373]",46.269028,68.30686,81.54217,73.67118,1,195.67265,1.0613759,0.71573496,0.8025356,-1,1,63.28475,1.7559565,2.88542,2.1848676,-1,420.47697362893,4.137616253864985,431.48501844408804
411.9357,633.05756,1.77682,230.99649,1.77682,402.06107,"[14.993206, 14.993206]","[4.1605463, 4.1605463]","[-1.4581654, -1.4581654]",5.4699087,-0.5496912,-3.452352,-1.2952716,1,110.60681,0.6648776,2.117753,1.7065109,-1,1,122.26311,1.3087734,-1.0398251,1.6118736,-1,420.47697362893,4.137616253864985,431.48501844408804
298.04733,560.24896,1.77682,342.71243,1.77682,217.53651,"[43.900074, 43.900074]","[3.0711148, 3.0711148]","[1.4602141, 1.4602141]",-71.38646,61.118,-42.09219,48.1907,1,61.4539,1.4155385,2.4600637,5.5515637,-1,1,119.31857,1.020508,-0.4435221,5.891341,-1,420.47697362893,4.137616253864985,431.48501844408804
297.00418,543.00073,1.77682,99.64165,1.77682,443.3591,"[390.82193, 390.82193]","[0.5636909, 0.5636909]","[2.4568613, 2.4568613]",-162.63338,133.21196,-160.15358,134.67795,1,24.398264,1.1321752,0.48201057,3.8810658,-1,3,200.32397,0.35302275,2.580173,0.1056583755,-1,420.47697362893,4.137616253864985,431.48501844408804
308.2102,323.9343,1.77682,173.43239,1.77682,150.5019,"[5.108309, 5.108309]","[-3.6637778, -3.6637778]","[1.7447045, 1.7447045]",-7.5025682,-2.6596203,-0.2536185,-6.196755,1,80.75985,-0.6095387,-1.5197158,2.6334417,-1,3,77.46434,-0.037374478,1.6245625,0.1056583755,-1,420.47697362893,4.137616253864985,431.48501844408804
300.21237,742.3889,1.77682,148.7869,1.77682,593.602,"[73.59033, 73.59033]","[-2.9122753, -2.9122753]","[-2.6390069, -2.6390069]",18.909283,53.243977,5.9777637,43.8721,3,25.779854,-0.89483756,1.2080235,0.1056583755,-1,1,140.26659,-1.9314406,-2.2250304,2.4748464,-1,420.47697362893,4.137616253864985,431.48501844408804
296.51883,838.0401,1.77682,718.01416,1.77682,120.02591,"[9.457927, 9.457927]","[5.1104484, 5.1104484]","[1.6294638, 1.6294638]",21.67447,-13.343287,10.971475,-38.367123,1,93.52195,2.6428897,1.8992327,7.6293945e-06,-1,1,55.696022,0.7089131,-1.319652,1.3869815,-1,420.47697362893,4.137616253864985,431.48501844408804
299.82788,338.97195,1.77682,203.3621,1.77682,135.60986,"[156.66896, 156.66896]","[-0.13648447, -0.13648447]","[-1.4313844, -1.4313844]",19.076536,11.334001,-20.184566,-9.396201,1,181.35986,0.39245993,-0.906342,9.796286,-1,1,85.3477,-0.8890515,-3.0643666,3.3387437,-1,420.47697362893,4.137616253864985,431.48501844408804
274.52887,419.8904,1.77682,275.56415,1.77682,144.32628,"[18.60015, 18.60015]","[3.5302696, 3.5302696]","[2.4903631, 2.4903631]",-3.2984037,-16.8579,-7.997913,4.270114,2,41.59306,1.5412433,-1.3910182,0.0005109989499999,-1,1,65.136826,0.5033264,1.8388892,1.4606749,-1,420.47697362893,4.137616253864985,431.48501844408804
285.1217,495.40314,1.77682,203.8649,1.77682,291.53824,"[38.13314, 38.13314]","[3.0540478, 3.0540478]","[2.1918597, 2.1918597]",-121.33747,5.0904455,-123.27287,7.434769,3,24.04691,0.82759374,3.0667408,0.1056583755,-1,1,139.87216,1.4587574,0.17528644,16.640602,-1,420.47697362893,4.137616253864985,431.48501844408804
309.24316,446.3989,1.77682,215.81148,1.77682,230.5874,"[132.32513, 132.32513]","[-1.5370314, -1.5370314]","[-2.373362, -2.373362]",-32.67555,-60.451824,-48.7279,-46.651573,2,78.17997,-0.8219617,-1.0826156,0.0005109989499999,-1,1,106.75141,-0.75198364,2.8618152,5.1631117,-1,420.47697362893,4.137616253864985,431.48501844408804
321.6101,357.73364,1.77682,180.99118,1.77682,176.74248,"[92.74214, 92.74214]","[-1.1152847, -1.1152847]","[1.8519988, 1.8519988]",-53.913963,52.29409,-45.16211,61.586987,1,72.03389,-0.92566663,-0.049266443,1.0646499,-1,2,58.763466,0.046340723,2.583575,0.0005109989499999,-1,420.47697362893,4.137616253864985,431.48501844408804
304.15256,410.6149,1.77682,135.19334,1.77682,275.42154,"[31.36945, 31.36945]","[-2.8639383, -2.8639383]","[1.7300521, 1.7300521]",-56.239395,-76.20447,-42.993023,-54.333714,1,139.98059,-0.16762687,1.0978831,1.7460297,-1,1,32.86178,-1.5763835,-2.2025075,3.367664,-1,420.47697362893,4.137616253864985,431.48501844408804
302.00406,310.63504,1.77682,120.15908,1.77682,190.47597,"[61.669952, 61.669952]","[0.5899418, 0.5899418]","[2.0402188, 2.0402188]",19.611074,-18.64358,-2.3338804,5.9315658,1,95.61373,-0.5133217,-0.73735934,0.92623276,-1,1,196.1945,0.5528788,2.2571638,7.275615,-1,420.47697362893,4.137616253864985,431.48501844408804
306.81827,316.73785,1.77682,151.63289,1.77682,165.10498,"[10.715979, 10.715979]","[2.6817133, 2.6817133]","[-2.9998534, -2.9998534]",37.107952,41.993057,8.138712,21.388704,2,118.86167,0.0020580427,-2.0711677,0.0005109989499999,-1,1,75.80306,0.5213856,1.1320851,0.14507385,-1,420.47697362893,4.137616253864985,431.48501844408804
305.27124,1684.5662,1.77682,416.55692,1.77682,1268.0092,"[29.20664, 29.20664]","[4.731241, 4.731241]","[2.4177208, 2.4177208]",-0.08535685,16.406506,1.7183182,6.5483394,1,46.74483,1.8139875,2.6864882,4.494097,-1,1,24.056072,3.2683566,-0.4260477,3.9062843,-1,420.47697362893,4.137616253864985,431.48501844408804
297.6676,440.41956,1.77682,154.52458,1.77682,285.895,"[125.92858, 125.92858]","[1.6000696, 1.6000696]","[-2.845157, -2.845157]",-47.40846,-27.055923,-61.985542,-25.198406,1,72.270004,0.28947452,-1.8545438,0.14551887,-1,1,80.06814,1.4391581,2.2131665,1.7196099,-1,420.47697362893,4.137616253864985,431.48501844408804
293.09402,1125.1063,1.77682,296.80212,1.77682,828.3042,"[160.0482, 160.0482]","[-2.602696, -2.602696]","[1.6229002, 1.6229002]",-1.484634,38.964096,-3.4257472,39.62638,3,119.72211,-1.2542825,2.26396,0.1056583755,-1,1,73.97613,-2.8094242,0.40517974,7.6293945e-06,-1,420.47697362893,4.137616253864985,431.48501844408804
301.95447,668.76086,1.77682,474.6209,1.77682,194.13995,"[133.94258, 133.94258]","[2.1743283, 2.1743283]","[0.6065181, 0.6065181]",87.30638,15.170637,77.98626,25.349783,1,83.464836,1.4971298,1.236583,1.1977911,-1,1,27.608297,1.0949438,-1.1996455,2.8784468,-1,420.47697362893,4.137616253864985,431.48501844408804
297.7649,1004.83746,1.77682,227.05684,1.77682,777.78064,"[156.21819, 156.21819]","[-2.501829, -2.501829]","[0.6074792, 0.6074792]",52.11011,30.561749,47.42918,45.01166,2,71.67409,-1.1114647,1.6769878,0.0005109989499999,-1,1,94.793846,-2.3294976,-0.2970788,1.1477178,-1,420.47697362893,4.137616253864985,431.48501844408804
304.31357,753.06537,1.77682,294.27344,1.77682,458.7919,"[29.652082, 29.652082]","[-3.8381605, -3.8381605]","[-2.593479, -2.593479]",3.7304869,138.4364,-5.082225,128.3131,2,12.626215,-1.3418531,1.574907,0.0005109989499999,-1,1,161.85399,-1.7195486,-1.7116705,8.506228,-1,420.47697362893,4.137616253864985,431.48501844408804
294.22318,559.7185,1.77682,126.65698,1.77682,433.06152,"[289.25607, 289.25607]","[1.0830474, 1.0830474]","[3.0783646, 3.0783646]",-173.55434,56.894737,-149.30804,54.08817,1,101.588104,-0.009339935,-2.5130546,1.2032335,-1,1,58.836666,1.3840368,2.682569,1.9845232,-1,420.47697362893,4.137616253864985,431.48501844408804
287.36728,345.3332,1.77682,113.84196,1.77682,231.49124,"[88.68847, 88.68847]","[-1.4044145, -1.4044145]","[2.3506942, 2.3506942]",-20.998072,7.7649527,-23.866888,11.061622,1,77.23093,0.56437653,2.8099132,1.2773523,-1,1,45.114998,-2.3665133,0.79273117,4.696516,-1,420.47697362893,4.137616253864985,431.48501844408804
301.04642,455.38882,1.77682,99.64408,1.77682,355.74475,"[116.57789, 116.57789]","[1.738022, 1.738022]","[0.23692682, 0.23692682]",13.289732,-27.361095,-8.430271,-22.372911,1,73.82177,0.2616477,-2.2075517,7.668995,-1,1,189.47873,1.182399,0.55177516,6.093765,-1,420.47697362893,4.137616253864985,431.48501844408804
284.6041,438.84415,1.77682,116.041855,1.77682,322.80228,"[231.0922, 231.0922]","[-0.91198885, -0.91198885]","[0.82832056, 0.82832056]",68.608665,68.69341,49.462593,59.171528,1,55.513245,-1.1406596,-1.6602474,3.7812376,-1,1,189.46411,-0.49658084,0.96956646,1.1186965,-1,420.47697362893,4.137616253864985,431.48501844408804
205.18553,400.6005,1.77682,107.600266,1.77682,293.0002,"[57.42691, 57.42691]","[2.4764216, 2.4764216]","[1.1089317, 1.1089317]",20.779963,22.88844,22.37208,11.736749,1,53.365383,0.51853895,1.7386408,3.2277386,-1,1,40.63333,2.3885038,-0.745812,6.198445,-1,420.47697362893,4.137616253864985,431.48501844408804
299.41742,374.8694,1.77682,227.2392,1.77682,147.63019,"[113.29363, 113.29363]","[1.311695, 1.311695]","[1.1797837, 1.1797837]",-18.958118,-44.4156,-12.173971,-14.987338,1,219.08534,0.3938986,1.0696152,1.1047485,-1,3,75.30427,0.95232517,-2.191813,0.1056583755,-1,420.47697362893,4.137616253864985,431.48501844408804
195.19466,198.34537,1.77682,110.81357,1.77682,87.5318,"[29.232176, 29.232176]","[-0.62923056, -0.62923056]","[2.9658742, 2.9658742]",15.292149,23.72077,7.189037,23.673882,1,66.962296,-0.9718524,-2.4015658,1.1617014,-1,2,24.823107,0.91741914,1.1515052,0.0005109989499999,-1,420.47697362893,4.137616253864985,431.48501844408804
303.62573,356.8481,1.77682,245.87195,1.77682,110.97616,"[83.59934, 83.59934]","[1.4469478, 1.4469478]","[-0.26921725, -0.26921725]",80.11055,0.052302685,53.98531,-15.875252,1,63.598286,0.72399837,-0.34921256,2.2513673,-1,3,37.285526,0.13963422,2.7150774,0.1056583755,-1,420.47697362893,4.137616253864985,431.48501844408804
301.5256,376.46893,1.77682,158.14311,1.77682,218.32582,"[12.081627, 12.081627]","[-3.6186779, -3.6186779]","[-2.0683482, -2.0683482]",-0.9447917,8.01308,-8.3241005,18.56453,2,84.822754,-0.46179998,1.8177617,0.0005109989499999,-1,1,104.46046,-0.9086277,-1.3655543,1.7660424,-1,420.47697362893,4.137616253864985,431.48501844408804
300.87772,311.1845,1.77682,155.49835,1.77682,155.68616,"[71.48656, 71.48656]","[0.46702698, 0.46702698]","[2.3910096, 2.3910096]",70.51773,32.927475,32.767418,18.137766,1,34.672638,1.4211773,0.4981126,0.6145943,-1,1,146.3832,-0.7935609,3.0242562,2.202188,-1,420.47697362893,4.137616253864985,431.48501844408804
301.19586,496.9037,1.77682,360.51593,1.77682,136.38774,"[49.405388, 49.405388]","[-2.768586, -2.768586]","[-2.4153502, -2.4153502]",-11.750823,-22.995707,-6.807265,-16.91884,2,40.65445,-2.0022926,-0.24186239,0.0005109989499999,-1,1,72.38394,-0.32707205,-3.0625458,2.220085,-1,420.47697362893,4.137616253864985,431.48501844408804
286.98514,1689.7762,1.77682,500.88586,1.77682,1188.8904,"[123.46428, 123.46428]","[-3.2935352, -3.2935352]","[-2.0228567, -2.0228567]",38.186947,-104.591515,20.100208,-75.748215,1,129.84927,-2.0660288,2.6748958,12.592854,-1,1,76.06395,-2.6031668,-1.2361376,0.5652111,-1,420.47697362893,4.137616253864985,431.48501844408804
297.25705,434.1847,1.77682,225.54369,1.77682,208.64099,"[24.443419, 24.443419]","[3.2525265, 3.2525265]","[-0.9097816, -0.9097816]",-8.982862,36.060417,-3.9139097,33.525024,1,109.78943,0.88892305,-1.2871399,4.1966696,-1,3,38.008423,0.9836537,1.7856607,0.1056583755,-1,420.47697362893,4.137616253864985,431.48501844408804
297.51797,622.58905,1.77682,300.15262,1.77682,322.43643,"[113.66197, 113.66197]","[-2.2532077, -2.2532077]","[-2.854593, -2.854593]",-114.724754,71.43423,-134.18532,71.20239,3,20.81054,-1.1142613,2.6027677,0.1056583755,-1,1,128.3351,-1.5510335,-1.2098393,1.5890213,-1,420.47697362893,4.137616253864985,431.48501844408804
353.58536,1232.5627,1.77682,104.38265,1.77682,1128.1802,"[32.246143, 32.246143]","[4.2934737, 4.2934737]","[-0.7322526, -0.7322526]",-6.455234,-12.702121,-9.940499,-4.505618,1,64.216675,0.5760012,-0.19278951,0.8628747,-1,1,38.429134,3.5410445,-3.0202665,1.8969733,-1,420.47697362893,4.137616253864985,431.48501844408804
313.19882,318.94638,1.77682,173.53127,1.77682,145.41513,"[28.155523, 28.155523]","[1.3947103, 1.3947103]","[2.9754612, 2.9754612]",-16.439848,-39.056522,-11.026136,-38.276028,2,94.493195,0.73471284,-1.8724226,0.0005109989499999,-1,1,135.19153,-0.39666116,1.4789419,5.4532557,-1,420.47697362893,4.137616253864985,431.48501844408804
276.2724,289.72662,1.77682,175.82101,1.77682,113.905594,"[34.27358, 34.27358]","[-1.5867063, -1.5867063]","[2.8636336, 2.8636336]",-9.176342,-7.541214,-31.431671,10.979522,1,104.74222,-0.6145201,2.7859797,1.6531794,-1,1,120.90376,0.078532174,-0.35911113,19.502768,-1,420.47697362893,4.137616253864985,431.48501844408804
299.6205,358.83392,1.77682,228.2578,1.77682,130.57611,"[113.64446, 113.64446]","[-1.1500593, -1.1500593]","[-3.0913587, -3.0913587]",-15.3516245,-49.82011,-41.798847,-55.117065,1,98.75703,-0.6874556,2.427995,2.5983114,-1,1,56.40968,-0.15457316,-1.2209603,12.215488,-1,420.47697362893,4.137616253864985,431.48501844408804
297.6105,337.37024,1.77682,186.66803,1.77682,150.70221,"[158.21957, 158.21957]","[0.09216403, 0.09216403]","[-0.98919344, -0.98919344]",43.469414,-66.968155,55.483925,-82.80922,1,63.68369,0.48746863,-1.8255198,2.0532188,-1,1,49.546474,-0.50549483,0.2125931,1.3336779,-1,420.47697362893,4.137616253864985,431.48501844408804
300.35123,308.0282,1.77682,124.26824,1.77682,183.75996,"[67.922485, 67.922485]","[-0.110984094, -0.110984094]","[0.6513873, 0.6513873]",68.15819,71.483864,37.385895,31.30969,1,73.86682,0.58718306,-2.0283282,6.884816,-1,1,61.187725,-0.43372706,0.93428427,7.1467104,-1,420.47697362893,4.137616253864985,431.48501844408804
302.24274,629.727,1.77682,86.7197,1.77682,543.00726,"[52.915905, 52.915905]","[3.0365117, 3.0365117]","[-2.850011, -2.850011]",-10.662432,-2.2611246,5.0867996,9.767412,2,56.733772,0.26820898,0.87161183,0.0005109989499999,-1,3,112.30153,2.0955944,-2.4990377,0.1056583755,-1,420.47697362893,4.137616253864985,431.48501844408804
258.68625,274.90134,1.77682,157.35985,1.77682,117.541504,"[43.097385, 43.097385]","[1.4038782, 1.4038782]","[-0.059904408, -0.059904408]",-16.166166,-13.635955,8.722852,2.3213713,1,57.147987,1.36576,2.003692,4.1646957,-1,1,98.964615,-0.5121646,-0.7425136,2.9953482,-1,420.47697362893,4.137616253864985,431.48501844408804
314.19226,330.49106,1.77682,191.73,1.77682,138.76106,"[40.436714, 40.436714]","[-1.581941, -1.581941]","[1.7732377, 1.7732377]",89.70448,57.052444,89.70366,54.320976,2,32.931274,-0.808154,0.55222183,0.0005109989499999,-1,2,133.21756,0.2515255,-2.8908641,0.0005109989499999,-1,420.47697362893,4.137616253864985,431.48501844408804
367.71603,516.24854,1.77682,298.26053,1.77682,217.98802,"[146.00682, 146.00682]","[1.558792, 1.558792]","[1.349958, 1.349958]",111.34347,32.038235,117.205666,38.260223,3,29.70205,1.1003417,0.08154294,0.1056583755,-1,1,162.70142,0.45982498,2.417536,1.6410935,-1,420.47697362893,4.137616253864985,431.48501844408804
303.36963,515.9326,1.77682,341.6561,1.77682,174.27654,"[116.007484, 116.007484]","[-1.9534343, -1.9534343]","[2.750708, 2.750708]",-58.888245,59.49395,-55.65739,67.94555,3,65.86952,-1.3218414,-2.5636668,0.1056583755,-1,3,12.247529,-0.71700335,1.3138129,0.1056583755,-1,420.47697362893,4.137616253864985,431.48501844408804
297.77136,1600.1625,1.77682,893.47656,1.77682,706.6859,"[335.72144, 335.72144]","[2.2255054, 2.2255054]","[0.35181406, 0.35181406]",120.44952,14.2482395,150.33983,69.71997,1,46.777,3.5978086,-0.2853813,2.0409896,-1,1,150.99095,1.5237206,0.45899835,1.7360312,-1,420.47697362893,4.137616253864985,431.48501844408804
305.09756,764.82086,1.77682,171.77853,1.77682,593.0423,"[30.33496, 30.33496]","[3.8333595, 3.8333595]","[0.115409784, 0.115409784]",-8.41859,-33.877445,-18.788572,-46.301197,3,20.71473,0.9251367,-2.1221683,0.1056583755,-1,1,99.38568,2.1111548,0.83503705,7.3012404,-1,420.47697362893,4.137616253864985,431.48501844408804
