H.m,H.E,t1.m,t1.E,t2.m,t2.E,H.pt,H.eta,H.phi,METx,METy,trueMETx,trueMETy,dm1,pt1,eta1,phi1,mass1,type1,dm2,pt2,eta2,phi2,mass2,type2,covXX,covXY,covYY
150.00252,186.55939,1.77682,65.46833,1.77682,121.09106,"[86.26635, 86.26635]","[-0.73911184, -0.73911184]","[0.047218964, 0.047218964]",56.230858,5.0458198,58.985046,4.4762335,1,25.578218,-0.80659497,-2.02847,2.8086731,-1,2,39.200428,-0.20701228,0.41865882,0.0005109989499999,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.98763,212.78944,1.77682,133.61981,1.77682,79.16963,"[59.44533, 59.44533]","[-1.5837284, -1.5837284]","[-1.561967, -1.561967]",14.010558,-51.349995,17.94269,-47.236923,1,23.519047,-0.93504834,-0.7264269,0.1570669,-1,1,32.50746,-0.6051348,3.1122286,0.15258563,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.02919,184.80734,1.77682,104.16282,1.77682,80.644516,"[24.99438, 24.99438]","[2.142122, 2.142122]","[0.7190059, 0.7190059]",-4.2219663,-17.89367,17.011509,10.583286,1,29.18402,1.2500128,-2.8900037,1.0570595,-1,1,37.44824,0.2002157,0.40994883,2.3437805,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00142,291.8155,1.77682,222.67343,1.77682,69.142075,"[96.63311, 96.63311]","[1.6053995, 1.6053995]","[-2.7368572, -2.7368572]",-30.906088,13.971468,-32.777958,11.780775,1,61.86303,1.8112196,-1.9845487,4.9598417,-1,1,44.926422,0.31084818,2.7177613,3.0435793,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00516,175.89748,1.77682,77.65174,1.77682,98.24574,"[88.24262, 88.24262]","[-0.28538924, -0.28538924]","[2.9484584, 2.9484584]",-58.552204,-5.3653045,-45.44578,10.014997,1,30.533325,1.1236825,2.801205,6.107692,-1,1,39.59938,-1.4767098,3.037312,6.6475635,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.1054,295.44476,1.77682,47.94371,1.77682,247.50105,"[219.70312, 219.70312]","[0.55542284, 0.55542284]","[0.47329253, 0.47329253]",-2.9329426,-5.072997,28.284954,14.070456,1,43.03943,-0.7665277,0.98887414,2.6390276,-1,1,166.18481,0.7727774,0.38095823,6.687479,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.98785,205.18942,1.77682,114.82221,1.77682,90.36722,"[135.204, 135.204]","[0.26619622, 0.26619622]","[-2.4489307, -2.4489307]",-33.456055,-44.928257,3.964558,-42.448505,1,92.97951,0.4836366,3.11296,1.3602326,-1,1,48.35213,-0.17879811,-1.5801344,0.8281123,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.05502,1025.7009,1.77682,609.4421,1.77682,416.2589,"[12.571142, 12.571142]","[5.084019, 5.084019]","[0.20272854, 0.20272854]",35.4849,-20.210798,35.22573,-26.971144,1,67.29832,2.815755,2.3921075,2.4779296,-1,1,25.712456,2.3653376,-0.75885344,2.8085952,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.01442,186.67789,1.77682,54.924656,1.77682,131.75323,"[11.797884, 11.797884]","[-2.9328713, -2.9328713]","[0.3932246, 0.3932246]",-23.434576,-13.723839,-12.391865,-6.4897766,1,57.362167,0.27524796,0.48763216,2.973139,-1,3,14.059977,-1.8598173,-2.5695605,0.1056583755,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00266,305.69,1.77682,134.47186,1.77682,171.21814,"[30.437958, 30.437958]","[-2.8590102, -2.8590102]","[2.7988873, 2.7988873]",-5.91698,12.205007,-15.132514,7.1380606,2,52.63041,-1.4248172,-0.5511583,0.0005109989499999,-1,1,73.84594,-1.2480958,2.6489513,6.1684284,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00807,834.9252,1.77682,259.7032,1.77682,575.222,"[1.8994331, 1.8994331]","[6.762526, 6.762526]","[2.1320672, 2.1320672]",1.228204,1.1006235,-3.4234347,6.254331,3,18.87311,1.9891443,1.9364334,0.1056583755,-1,1,26.48411,2.7851362,-1.2167956,4.1982675,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.0075,208.5934,1.77682,127.83013,1.77682,80.76327,"[43.24223, 43.24223]","[-1.8796488, -1.8796488]","[-1.7907629, -1.7907629]",-4.0565686,38.913162,-0.6096201,40.33842,1,68.57193,-0.8190994,-2.3716629,0.930892,-1,2,35.304493,-0.7654059,0.39793983,0.0005109989499999,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99908,184.08577,1.77682,133.52097,1.77682,50.5648,"[2.635868, 2.635868]","[4.393933, 4.393933]","[-0.89645046, -0.89645046]",30.98004,7.2102847,22.751766,1.3399234,1,52.731823,1.7510552,-3.0574362,1.9643627,-1,2,23.579775,-0.3771958,0.0073292116,0.0005109989499999,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99486,177.99997,1.77682,58.509132,1.77682,119.49083,"[21.018534, 21.018534]","[-2.1981883, -2.1981883]","[0.8137125, 0.8137125]",-7.731367,1.1295693,-0.06159081,0.95785147,1,49.499165,-0.07796047,-2.6458385,2.7867424,-1,1,74.032845,-0.98490894,0.5880817,2.1757553,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00153,167.54053,1.77682,88.93662,1.77682,78.6039,"[38.840622, 38.840622]","[1.2703378, 1.2703378]","[2.1076298, 2.1076298]",-6.1880054,43.53865,-6.7983108,54.576824,3,33.481834,0.07026522,1.6692542,0.1056583755,-1,1,56.60337,0.87764055,-1.7605634,1.3014792,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.9851,152.00316,1.77682,78.28948,1.77682,73.71368,"[5.0806623, 5.0806623]","[-2.263205, -2.263205]","[-2.521524, -2.521524]",7.9965086,39.76612,7.3799844,34.357506,3,23.7082,-0.5216928,1.391205,0.1056583755,-1,1,76.70494,0.19162604,-1.7728436,9.092448,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00172,478.29187,1.77682,358.88684,1.77682,119.40502,"[88.97003, 88.97003]","[-2.313565, -2.313565]","[-1.2941711, -1.2941711]",-0.13936625,-5.989013,-0.7636524,-18.954958,1,91.49892,-1.7564195,-0.87833625,6.7128983,-1,1,34.723743,-1.4868841,2.9863665,1.7643291,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99678,295.365,1.77682,44.077377,1.77682,251.28761,"[93.23995, 93.23995]","[-1.6616496, -1.6616496]","[-2.446655, -2.446655]",-13.23708,-16.45074,-25.749397,-17.177324,1,35.003292,-0.14323701,-0.86129856,1.2196791,-1,1,70.11866,-1.5457883,-2.8979416,2.1581511,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.01103,316.21082,1.77682,70.097336,1.77682,246.1135,"[133.48865, 133.48865]","[-1.3648589, -1.3648589]","[0.116488844, 0.116488844]",28.42048,-6.906401,25.850199,1.4062755,1,49.29519,-0.22353177,-0.53707504,3.39623,-1,1,72.93763,-1.6547921,0.59311396,0.30812973,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00688,203.047,1.77682,97.84364,1.77682,105.203354,"[21.31227, 21.31227]","[2.546579, 2.546579]","[-0.9015283, -0.9015283]",-4.6135426,9.367414,0.35119423,-2.3349605,2,68.91774,0.6711336,0.16067262,0.0005109989499999,-1,1,61.832268,0.94934994,-2.7133095,1.262971,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99759,180.16125,1.77682,102.52973,1.77682,77.63153,"[72.9508, 72.9508]","[0.83351916, 0.83351916]","[1.2565322, 1.2565322]",33.058304,-7.383773,33.50474,-18.130638,1,88.34737,0.16574362,1.8887819,1.2975738,-1,1,26.107561,0.8617584,-0.5059876,0.6299479,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00761,319.20163,1.77682,281.60452,1.77682,37.597107,"[64.66866, 64.66866]","[2.1514802, 2.1514802]","[-1.2003281, -1.2003281]",-8.664096,-15.853899,3.6861079,-29.485312,1,23.775679,2.7946782,-0.77307147,2.215859,-1,2,10.4345045,-0.15138485,-1.6080543,0.0005109989499999,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99512,228.21019,1.77682,64.00145,1.77682,164.20874,"[28.782732, 28.782732]","[2.473745, 2.473745]","[-0.1545989, -0.1545989]",-1.6296073,48.934895,7.675839,20.805326,1,74.76528,0.23064919,-1.1795595,4.291725,-1,2,24.334286,1.7917039,1.4844389,0.0005109989499999,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.0031,554.17175,1.77682,323.91473,1.77682,230.25703,"[75.99672, 75.99672]","[-2.6367743, -2.6367743]","[-1.5000353, -1.5000353]",5.153723,-5.8299465,1.1530511,-11.057888,1,98.26441,-1.708791,-1.8517381,0.8419704,-1,1,41.6902,-2.2112844,0.7341824,2.6698732,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.0102,202.623,1.77682,158.84901,1.77682,43.773983,"[81.28397, 81.28397]","[-1.1053764, -1.1053764]","[-3.0648627, -3.0648627]",3.0790417,1.1092052,-1.2953985,-0.90935016,1,106.84897,-0.7324471,-3.0940745,4.2328396,-1,1,23.450365,-0.25608858,-0.036876313,1.1714628,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.60097,457.8244,1.77682,220.92679,1.77682,236.89761,"[23.521687, 23.521687]","[3.604512, 3.604512]","[2.5845995, 2.5845995]",34.137352,-34.355824,17.625412,-27.320332,1,24.357767,1.9128969,-0.96372867,2.7809956,-1,1,73.15501,1.668325,2.2952356,0.9735821,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99971,923.02026,1.77682,176.46487,1.77682,746.55536,"[24.984577, 24.984577]","[4.288969, 4.288969]","[0.418034, 0.418034]",9.315868,5.8037744,-0.78891,-1.4634377,1,90.46223,1.7878433,-2.3298979,15.792334,-1,1,72.684135,2.9249718,0.6325091,5.5126715,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00116,231.02966,1.77682,153.95398,1.77682,77.07569,"[45.495464, 45.495464]","[-2.0271773, -2.0271773]","[2.200854, 2.200854]",-29.833908,30.4989,-7.8149652,-5.757931,1,72.66966,-1.0712444,1.6677605,1.6088009,-1,1,45.86705,-0.7261728,-1.8680743,0.9674676,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.19502,348.25412,1.77682,102.32026,1.77682,245.93385,"[43.27416, 43.27416]","[-2.6723773, -2.6723773]","[-1.6623541, -1.6623541]",-6.3864083,9.639826,9.90468,-10.338482,1,52.470314,-0.97584116,-0.28162968,1.1122041,-1,1,67.12184,-1.8914028,-2.8151946,2.3673391,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.01834,212.59755,1.77682,83.53317,1.77682,129.06438,"[0.45780742, 0.45780742]","[-6.48934, -6.48934]","[2.48041, 2.48041]",-10.294326,-15.19713,2.8184988,-26.906141,1,74.178314,-0.5656019,1.6845556,8.798834,-1,1,43.14217,-1.2108349,-1.4381014,0.57968235,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99652,199.33298,1.77682,124.735695,1.77682,74.597275,"[129.71056, 129.71056]","[-0.15544955, -0.15544955]","[-1.9554062, -1.9554062]",-13.90605,-53.98489,-37.01311,-56.254448,2,62.33533,-0.32682598,-1.3800232,0.0005109989499999,-1,1,27.608635,0.25994825,-3.0615644,0.8584775,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.98723,554.0236,1.77682,211.9571,1.77682,342.06653,"[48.843937, 48.843937]","[-3.0815628, -3.0815628]","[-2.5004907, -2.5004907]",-16.19704,1.1208266,-18.243113,-6.0370426,1,30.222185,-1.922419,1.6238998,3.630776,-1,1,53.879395,-1.9336342,-1.9668889,1.927619,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00218,444.63504,1.77682,173.40454,1.77682,271.2305,"[14.6739, 14.6739]","[-4.04361, -4.04361]","[-1.1249293, -1.1249293]",11.362878,-6.4724197,12.455917,-8.966535,2,41.580204,-1.4315755,-0.56626886,0.0005109989499999,-1,1,44.372734,-2.0842707,2.7238166,1.981463,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.96751,175.36082,1.77682,92.793045,1.77682,82.56777,"[10.499018, 10.499018]","[-2.8481731, -2.8481731]","[0.33491558, 0.33491558]",-7.116886,-8.05031,-3.826283,4.512608,3,56.94668,-0.5754167,-0.36922935,0.1056583755,-1,1,44.75619,-0.5518061,2.6848097,0.8317861,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00037,255.58484,1.77682,26.19768,1.77682,229.38716,"[192.10101, 192.10101]","[-0.39054596, -0.39054596]","[1.608594, 1.608594]",3.9548128,33.02839,4.7547326,12.48303,1,164.98703,-0.48337623,-1.2771088,17.656727,-1,1,156.4649,-0.33540317,1.6480836,0.72896016,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.78075,535.7785,1.77682,499.1486,1.77682,36.629898,"[159.37129, 159.37129]","[1.8400354, 1.8400354]","[2.1084604, 2.1084604]",-49.02866,62.357525,-50.42626,64.51617,1,78.67347,1.7867599,2.3040297,0.14405887,-1,1,28.709095,0.56108993,0.47999227,0.9142224,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.01772,154.48062,1.77682,70.792625,1.77682,83.68799,"[14.409059, 14.409059]","[1.5919327, 1.5919327]","[-1.2027111, -1.2027111]",-37.847893,-17.269855,-23.101248,-20.2313,1,61.356564,-0.09738546,0.48633423,0.14677244,-1,1,29.500118,0.5179415,-2.458546,1.050037,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99606,211.67218,1.77682,122.62184,1.77682,89.05034,"[138.86372, 138.86372]","[0.38627318, 0.38627318]","[3.066417, 3.066417]",-9.53192,-9.085953,-26.742702,-22.433632,1,106.01622,0.6195772,2.3823192,6.408702,-1,2,51.772217,-0.14111681,-2.3896194,0.0005109989499999,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00127,156.08315,1.77682,97.486664,1.77682,58.59648,"[29.465319, 29.465319]","[0.9297784, 0.9297784]","[1.5713508, 1.5713508]",5.990476,19.306232,5.815428,18.624527,2,41.87863,0.74129623,1.1397454,0.0005109989499999,-1,1,40.248783,-0.590628,-2.2702193,0.87522954,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99257,499.91196,1.77682,373.97794,1.77682,125.934,"[172.75027, 172.75027]","[-1.6740144, -1.6740144]","[-0.9582146, -0.9582146]",57.742085,-55.666046,53.255676,-69.52476,3,72.249725,-1.4270059,-1.2977588,0.1056583755,-1,1,26.70357,-1.3975041,0.4080386,0.8485041,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.98671,270.14786,1.77682,239.87881,1.77682,30.269028,"[224.00659, 224.00659]","[-0.07787085, -0.07787085]","[-2.5675876, -2.5675876]",-27.658525,-34.242958,-33.655025,-25.84354,1,192.99846,-0.16927844,-2.5027215,1.4498483,-1,1,121.8897,0.78199375,1.3246157,16.064074,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99792,335.49567,1.77682,141.29149,1.77682,194.20416,"[44.624428, 44.624428]","[-2.5933957, -2.5933957]","[0.32071382, 0.32071382]",11.247204,-3.1626332,32.698135,-10.265935,3,50.310837,-1.315647,1.9592878,0.1056583755,-1,1,35.063854,-1.4648995,-0.6269561,0.74623346,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99005,314.73822,1.77682,79.44247,1.77682,235.29576,"[110.554535, 110.554535]","[-1.5680383, -1.5680383]","[-2.6036015, -2.6036015]",-110.09823,-35.692947,-82.44863,-33.650967,1,25.006424,-0.27169588,3.1332169,5.0039477,-1,1,35.692635,-1.9372865,-1.8887264,3.9034717,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00238,150.17503,1.77682,77.91527,1.77682,72.259766,"[6.0293517, 6.0293517]","[0.6132175, 0.6132175]","[2.656628, 2.656628]",-4.1615653,-30.83343,-29.903734,-7.9011536,1,22.798805,0.8763776,-2.7075841,5.227966,-1,1,35.209328,-0.8902128,0.38375172,1.2968678,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00565,179.25974,1.77682,56.683846,1.77682,122.5759,"[18.69238, 18.69238]","[-2.3422787, -2.3422787]","[1.7705584, 1.7705584]",-2.2072732,-26.398708,-6.633688,-30.51412,3,14.978727,0.056544904,-1.7529818,0.1056583755,-1,1,60.34432,-1.0865146,1.4818927,0.5165264,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.95062,162.17099,1.77682,109.45855,1.77682,52.71244,"[60.100082, 60.100082]","[0.23446077, 0.23446077]","[-2.483053, -2.483053]",-26.381891,-27.081997,-24.792437,-20.631855,1,62.94345,-0.00600934,-2.3708413,0.11103195,-1,3,33.37296,0.3203494,0.89883006,0.1056583755,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.01631,312.13434,1.77682,270.64005,1.77682,41.494286,"[31.657427, 31.657427]","[2.8469212, 2.8469212]","[3.0571756, 3.0571756]",-4.363037,6.4989734,-12.418416,4.482411,2,36.29669,2.2350564,2.3227916,0.0005109989499999,-1,1,32.995735,0.17403921,-1.3862833,1.542649,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.9996,259.3798,1.77682,35.472828,1.77682,223.90697,"[60.218616, 60.218616]","[1.9290118, 1.9290118]","[1.6877159, 1.6877159]",-5.5191717,-0.1427009,-7.8135076,19.319248,2,10.684866,-0.14031595,-2.6101074,0.0005109989499999,-1,1,45.18403,1.6631284,1.2892488,1.2559801,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99652,211.34045,1.77682,139.13162,1.77682,72.20883,"[47.788525, 47.788525]","[1.8027016, 1.8027016]","[2.5771487, 2.5771487]",8.630711,1.7079885,2.5606236,2.5210443,1,79.04361,0.84563875,2.6989968,8.400666,-1,1,40.9386,0.760401,-0.38209447,4.570639,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.01302,896.43384,1.77682,178.86934,1.77682,717.5645,"[11.321476, 11.321476]","[5.050627, 5.050627]","[-2.819039, -2.819039]",-3.13545,1.6410376,-4.052824,-3.5651307,1,44.886375,1.7790278,0.98039705,0.6426205,-1,1,55.923965,3.0269926,-2.3612764,4.9041986,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99756,187.16753,1.77682,133.54105,1.77682,53.62649,"[28.335173, 28.335173]","[-2.0506651, -2.0506651]","[1.2861497, 1.2861497]",21.812855,-0.8896238,23.175772,-5.35373,1,47.294712,-1.4137427,2.4514606,1.8313215,-1,3,21.227884,0.21390718,-0.31339592,0.1056583755,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.9864,518.1014,1.77682,63.315964,1.77682,454.78543,"[43.530186, 43.530186]","[-3.1241682, -3.1241682]","[-0.007988543, -0.007988543]",45.694733,-3.5520732,46.783337,-0.8819576,1,26.863565,-0.9263105,3.086133,3.3745577,-1,3,17.02542,-2.3603246,-0.067741774,0.1056583755,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.9834,201.24861,1.77682,60.454285,1.77682,140.79433,"[109.29982, 109.29982]","[0.6626299, 0.6626299]","[2.4809308, 2.4809308]",38.64457,7.0198903,-5.665512,35.00655,2,15.7345,0.28029728,0.85753566,0.0005109989499999,-1,1,146.42374,0.4873417,2.9419925,16.540344,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99564,416.65662,1.77682,229.91573,1.77682,186.7409,"[5.283928, 5.283928]","[-4.9912934, -4.9912934]","[2.1368623, 2.1368623]",0.18428244,6.47052,-0.3626881,0.42454126,1,43.38357,-1.8383816,-0.64092886,2.8224604,-1,3,40.823498,-1.5205576,2.4520047,0.1056583755,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00226,633.6508,1.77682,157.49026,1.77682,476.16055,"[12.497994, 12.497994]","[4.5901384, 4.5901384]","[1.0985475, 1.0985475]",2.4415216,-20.982065,1.389857,-38.634155,1,29.63618,1.5170243,-1.5275078,1.4006987,-1,1,60.782722,2.5969818,1.4622356,2.771664,-1,312.1004624900707,2.191478635417403,310.60867899338626
149.99301,361.55844,1.77682,171.71747,1.77682,189.84096,"[5.5834746, 5.5834746]","[4.769255, 4.769255]","[-0.70920575, -0.70920575]",-11.651106,22.040953,-4.8795543,17.989784,1,34.279453,1.519199,1.9693385,0.1139154,-1,1,62.13958,1.551117,-1.1690592,2.5638118,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.00795,728.38586,1.77682,406.9152,1.77682,321.47067,"[74.49657, 74.49657]","[-2.9488132, -2.9488132]","[-0.31303704, -0.31303704]",9.034409,-35.133217,15.405788,-20.638111,1,67.684204,-2.6153235,1.3497851,3.6109395,-1,1,79.71012,-1.8535676,-0.9227532,0.880497,-1,312.1004624900707,2.191478635417403,310.60867899338626
150.03546,173.36703,1.77682,49.381657,1.77682,123.985374,"[84.01561, 84.01561]","[-0.25970098, -0.25970098]","[0.9713504, 0.9713504]",-5.2029834,-5.043343,5.840384,14.075027,3,25.892519,-0.4978375,-2.6797175,0.1056583755,-1,1,99.108925,0.015888657,0.806179,1.1758374,-1,312.1004624900707,2.191478635417403,310.60867899338626
